ID_Quelle,Flurname,QuellenName,X_Koordinate_LV03,Y_Koordinate_LV03,Hoehe,Datum_CSV,Austrittsform,Quellgroesse,Schuettungsverhalten,Quellschuettung,Vernetzung,Austrittsanzahl,Bemerkungen,Fassung,Wasserentnahme,Trittschaeden,Sommerbeschattung,Substrate,RevitObjekt,Gesamtbewertung_CSV,BioErhebung_CSV
SO_LB_0097,Jungbann,SO_LB_0097,608445,232820,605,28/07/2023,Fliessquelle,klein,ganzjährig,<1,Q-system,3,Kleine Quelle mit einem Hauptaustritt und zwei Nebenaustritte.  Bachflohkrebse,keine,keine,keine,nicht definiert,"Steine,Kies,Feinmaterial,Moospolster,Totholz,Falllaub,Org. Schlamm",unklar,naturnah,
SO_LB_0098,Chrumrain,SO_LB_0098 ,607270,232007,620,09/08/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,Quelle aus Rohr. Verlegung unklar,Nur Rohr/Rinne,keine,keine,gering,"Steine,Kies,Sand,Feinmaterial",JA,stark_geschaedigt,
SO_LB_0112,Brüggmoos,SO_LB_0112,606740,230590,500,19/12/2023,Sickerquelle,gross,ganzjährig,1-10,Einzelquelle,1,Amphibien-Laichgebiet,keine,keine,keine,nicht definiert,"Kies,Sand,Feinmaterial,Moospolster,Wurzeln,Totholz,Pflanzen,Falllaub,Org. Schlamm",JA,naturnah,
SO_LB_0127,Jungbann,Gummenquelle,608097,232921,650,28/07/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,durch Waldstrasse stark beeinträchtigt,Nur Rohr/Rinne,< 30% / unbekannt,keine,nicht definiert,"Steine,Kies,Feinmaterial,Moospolster,Wurzeln,Totholz,Falllaub",JA,maessig_beeintraechtigt,
SO_LB_0134,Chrumrain,Chrumrain,607681,232348,605,08/08/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1, ,keine,keine,keine,nicht definiert,"Steine,Kies,Sand,Feinmaterial,Moospolster,Wurzeln,Totholz,Pflanzen,Falllaub,Org. Schlamm",unklar,bedingt_naturnah,
SO_LB_0145,Nesselbodenweid,Chesselbach,607398,233677,1190,19/12/2023,Fliessquelle,klein,ganzjährig,1-10,Einzelquelle,1,Bachanfang ,keine,keine,keine,nicht definiert,"Steine,Kies,Sand,Feinmaterial,Moospolster,Totholz,Pflanzen,Falllaub",unklar,naturnah,
SO_LB_0166,Zwischenberggraben,SO_LB_0166,607707,233764,1200,19/12/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,Bachanfang. sehr kleine Quelle,keine,keine,keine,gering,"Steine,Feinmaterial,Pflanzen,Falllaub",NEIN,bedingt_naturnah,
SO_LB_0178,Jungbann,Jungbannquelle,607841,232717,650,28/07/2023,Fliessquelle,klein,ganzjährig,1-10,Einzelquelle,1,teils gefasst. teils relativ natürlich. Bachanfang: Galmisbach,Nur Rohr/Rinne,< 30% / unbekannt,keine,nicht definiert,"Feinmaterial,Moospolster,Wurzeln,Totholz,Falllaub,Org. Schlamm",JA,maessig_beeintraechtigt,
SO_LB_0182,Chuchigraben,SO_LB_0182,606642,231735,605,25/07/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,Bachbeginn Chuchigrabenbächli,keine,keine,keine,nicht definiert,"Kies,Sand,Feinmaterial,Wurzeln,Pflanzen,Org. Schlamm",JA,bedingt_naturnah,
SO_LB_0189,Chesselbach,SO_LB_0189,606404,231585,570,05/06/2023,Fliessquelle,klein,ganzjährig,1-10,Einzelquelle,1,Wasser aus Röhre (Drainagen?),Nur Rohr/Rinne,keine,keine,nicht definiert,"Steine,Kies,Sand,Feinmaterial,Wurzeln,Falllaub,Org. Schlamm,Kalksinter",JA,bedingt_naturnah,
SO_LB_0208,Chrummrain,Krummrain Quelle,607513,232280,610,05/06/2023,Fliessquelle,klein,ganzjährig,1-10,Q-system,3,Quelle. mehrere Austritte.  teilweise gefasst (SO_LB_0209). Fassung teilweise zerfallen,Rohr und Becken,< 30% / unbekannt,keine,nicht definiert,"Fels,Steine,Kies,Sand,Feinmaterial,Moospolster,Wurzeln,Pflanzen,Falllaub",JA,maessig_beeintraechtigt,
SO_LB_0211,Chesselbach,SO_LB_0211,606280,231770,590,05/06/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,Bachbeginn. Chesselbach Seitenast. sehr klein aber ständig wasserführend,keine,keine,keine,nicht definiert,"Steine,Kies,Sand,Feinmaterial,Wurzeln,Falllaub,Org. Schlamm",JA,naturnah,
SO_LB_0212,Chuchigraben,SO_LB_0212,606350,231625,575,05/06/2023,Fliessquelle,klein,ganzjährig,1-10,Einzelquelle,1,alte Fassung. Betonkasten. komplett überwuchert,Brunnenstube mit Überlauf,< 30% / unbekannt,keine,nicht definiert,"Steine,Kies,Sand,Feinmaterial,Wurzeln,Falllaub,Org. Schlamm,Kalksinter",JA,geschaedigt,
SO_LB_0214,Jungbann,SO_LB_0214,608380,232769,605,28/07/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,kleine Quelle seitlich des westlichen Jungbannbächli. Bachflohkrebse,keine,keine,keine,nicht definiert,"Kies,Feinmaterial,Moospolster,Falllaub,Org. Schlamm",JA,naturnah,
SO_LB_0215,Chrumrain,SO_LB_0215,607605,232278,605,28/07/2023,Fliessquelle,klein,ganzjährig,1-10,Q-system,2,Beginn aus Rohr.  Aufstösse im Bach,Nur Rohr/Rinne,keine,keine,mittel,"Fels,Steine,Kies,Feinmaterial,Moospolster,Wurzeln,Totholz,Pflanzen,Falllaub,Org. Schlamm,Kalksinter",JA,bedingt_naturnah,
SO_LB_0216,Brüggmoos,SO_LB_0216,606812,230540,510,19/12/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,Auslauf durch alten Schacht gefasst,Rohr und Becken,keine,keine,nicht definiert,"Steine,Kies,Sand,Feinmaterial,Moospolster,Wurzeln,Totholz,Falllaub,Org. Schlamm",JA,maessig_beeintraechtigt,
SO_LB_0217,Falleren,Fallerenquelle,606230,231736,509,19/12/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,gefasste Quelle. Schacht mit Ueberlauf,Brunnenstube mit Überlauf,< 30% / unbekannt,keine,nicht definiert,"Fels,Moospolster,Wurzeln,Totholz,Falllaub,Org. Schlamm,Kalksinter",JA,bedingt_naturnah,
SO_OL_0050,Dicki,SO_OL_0050,638504,241487,440,01/06/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,,keine,keine,keine,nicht definiert,"Sand,Totholz,Pflanzen,Falllaub,Org. Schlamm",unklar,naturnah,
SO_OL_0075 ,Mattetal,SO_OL_0075 ,639180,242330,572,31/08/2023,Fliessquelle,klein,ganzjährig,<1,Q-system,2,Alte Fassung und natürliche Wasseraustritte aus Gehängeschutt,Brunnenstube mit Überlauf,< 30% / unbekannt,keine,nicht definiert,Steine,unklar,maessig_beeintraechtigt,
SO_OL_0098,Schöpfler,SO_OL_0098,639981,241661,464,31/08/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,Alter Schacht. früher Laufbrunnen. Bachanfang des Schöpflerbachs,Brunnenstube mit Überlauf,keine,keine,mittel,"Falllaub,Org. Schlamm",unklar,geschaedigt,
SO_OL_0104,Bösmatt,Gretzenbach ,641560,242438,458,31/08/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,Schwach ausgebildetete Quelle. Abfluss in Drainageleitung,keine,keine,keine,gering,"Wurzeln,Totholz,Pflanzen",unklar,stark_geschaedigt,
SO_OL_0110,Dicki,SO_OL_0110,638503,241440,440,01/06/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,,keine,keine,keine,nicht definiert,"Steine,Sand,Totholz,Pflanzen,Falllaub,Org. Schlamm",unklar,naturnah,
SO_OL_0119,Dicki,SO_OL_0119,638476,241441,458,01/06/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,kleine Fliessquelle im Wald,keine,keine,keine,nicht definiert,"Steine,Sand,Org. Schlamm",unklar,bedingt_naturnah,
SO_OL_0120,Dicki,SO_OL_0120,638476,241508,464,01/06/2023,Sickerquelle,gross,ganzjährig,<1,Einzelquelle,1,flächig vernässte Bodenstelle. Schachtelhalm vorhanden.nur ca. 5m vom Blegibach entfernt,keine,keine,gering,nicht definiert,"Sand,Totholz,Pflanzen,Falllaub,Org. Schlamm",unklar,bedingt_naturnah,
SO_OL_0121,Mattetal,Mattenthalquelle West,639221,242120,515,31/08/2023,Fliessquelle,klein,ganzjährig,1-10,Einzelquelle,1,Alte Fassung mit Sammeolbrunnenstube in Naturschutzgebiet,Brunnenstube mit Überlauf,< 30% / unbekannt,gering,nicht definiert,Kies,JA,maessig_beeintraechtigt,
SO_TH_0271,Bannholz,SO_TH_0271,618255,243854,600,24/08/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,konstante  Schüttung auch nach langer Trockenheit. Bachflohkrebse,keine,keine,keine,nicht definiert,"Fels,Steine,Kies,Sand,Feinmaterial,Moospolster,Wurzeln,Pflanzen,Falllaub",unklar,naturnah,
SO_TH_0272,Bannholz,SO_TH_0272,618121,243858,600,24/08/2023,Fliessquelle,klein,ganzjährig,<1,Einzelquelle,1,kleine. aber konstante Schüttung auch nach langer Trockenheit. Bachflohkrebse,keine,keine,keine,nicht definiert,"Fels,Kies,Sand,Feinmaterial,Moospolster,Wurzeln,Pflanzen,Falllaub",unklar,naturnah,
SO_TH_0129,Wasserschutz Schwängi,Mülibach mitte ,605900,237031,750,26/09/2022,Sickerquelle,klein,ganzjährig,<1,Einzelquelle,1,Sumpfiges Gelände als Quellgebiet,keine,keine,stark,gering,"Feinmaterial,Wurzeln,Totholz,Pflanzen,Falllaub,Org. Schlamm",unklar,geschaedigt,
SO_TH_0164,Malsenhof,Malsengraben,604454,236366,755,08/09/2022,Fliessquelle,klein,ganzjährig,1-10,Q-system,3,"2 Bachbildende Quellen und weiter Wasseraustritte. alle fliesen in einen Löschweiher.. gefasste Quelle oberhlab
Bachflohkrebse ",Brunnenstube mit Überlauf,< 30% / unbekannt,keine,nicht definiert,"Fels,Steine,Kies,Sand,Feinmaterial,Moospolster,Wurzeln,Totholz,Pflanzen,Falllaub",unklar,bedingt_naturnah,
SO_TH_0187,Malsenhof,Malsengraben,604558,236368,768,08/09/2022,Sickerquelle,klein,ganzjährig,<1,Q-komplex,3,Mehrere flächige Wasseraustritte im Wald. Sumpfgebiet im Wald und auf der Weide,keine,keine,mässig,nicht definiert,"Steine,Sand,Feinmaterial,Moospolster,Wurzeln,Totholz,Pflanzen",unklar,bedingt_naturnah,
SO_TH_0226,Malsenhof,Nägeliberggraben,604230,236246,780,08/09/2022,Sickerquelle,klein,ganzjährig,<1,Einzelquelle,1,"Quelle / Bachanfang ist in einer Felskluft. alter. z.T. halb verrottet Müll und Bauschutt 
",keine,keine,keine,nicht definiert,"Fels,Steine,Kies,Moospolster,Wurzeln,Totholz,Falllaub",unklar,maessig_beeintraechtigt,
